cve_id,cvss,vuln_age_days,ai_risk_score,true_label,ai_priority
CVE-2015-0913,3.5,3898,3.606561763268493e-14,0,Low
CVE-2014-9610,5.0,3026,1.116156156212505e-11,0,Low
CVE-2006-5762,5.1,6995,6.507621614218129e-07,0,Low
CVE-2016-6459,4.9,3330,9.419610495904876e-14,0,Low
CVE-2011-1757,5.0,5308,1.0393929827554762e-17,0,Low
CVE-2018-1000206,6.8,2729,0.004305289879144133,0,Low
CVE-2018-8434,5.2,2667,1.1941077342074454e-07,0,Low
CVE-2008-2346,7.5,6435,0.015695235725502153,0,Low
CVE-2019-16222,4.3,2304,2.163837651330301e-12,0,Low
CVE-2018-13900,7.2,2501,0.00046516931305345304,0,Low
CVE-2014-0199,2.1,4235,3.726501059839947e-26,0,Low
CVE-2017-2682,6.8,3230,0.003032283470498483,0,Low
CVE-2012-2390,4.9,4950,1.174840902457646e-25,0,Low
CVE-2017-9159,5.0,3145,8.8158952705004e-18,0,Low
CVE-2018-4284,6.8,2465,0.004219987885552574,0,Low
CVE-2008-4996,6.9,6264,0.0028160443719654734,0,Low
CVE-2015-1013,6.5,3873,3.766418442361053e-05,0,Low
CVE-2018-10051,3.5,2822,4.907611236914944e-14,0,Low
CVE-2008-4912,7.5,6267,0.008888140445423772,0,Low
CVE-2010-2216,9.3,5622,0.9999999999585123,1,Critical
CVE-2016-3053,7.2,3255,0.0004926380556821532,0,Low
CVE-2018-18672,4.3,2354,1.4707070137062404e-12,0,Low
CVE-2017-8695,2.6,3032,4.981949530971224e-16,0,Low
CVE-2009-1082,9.0,6126,0.9999999973470162,1,Critical
CVE-2017-15876,9.0,2935,0.9999999966175155,1,Critical
CVE-2009-0773,10.0,6146,0.9999999999856661,1,Critical
CVE-2019-11228,5.0,2453,1.578090777591999e-11,0,Low
CVE-2019-11970,9.0,2402,0.9999999651998478,1,Critical
CVE-2018-9359,7.8,2613,0.9576709747973312,1,Critical
CVE-2017-15550,9.0,2918,0.999999996613135,1,Critical
CVE-2015-1717,9.3,3886,0.9999999999073457,1,Critical
CVE-2008-6691,7.5,6109,0.00878280516030862,0,Low
CVE-2019-7576,6.8,2520,0.004237619231857416,0,Low
CVE-2015-1056,4.3,4003,1.6674222553177178e-12,0,Low
CVE-2019-16546,4.3,2233,6.131760420724955e-18,0,Low
CVE-2011-4829,7.5,5131,0.008157785089410325,0,Low
CVE-2009-0141,2.1,6166,5.588424070983092e-26,0,Low
CVE-2009-1900,5.0,6056,1.085820442576406e-11,0,Low
CVE-2010-0629,4.0,5748,5.4166965758063006e-20,0,Low
CVE-2018-5980,7.5,2875,0.010126811196515295,0,Low
CVE-2008-1491,10.0,6491,0.9999999999827704,1,Critical
CVE-2018-7072,7.5,2705,0.011861358803007545,0,Low
CVE-2016-2181,5.0,3394,8.98460294798967e-18,0,Low
CVE-2006-6720,7.5,6949,0.01631134768003002,0,Low
CVE-2015-6716,9.3,3731,0.9999999999553768,1,Critical
CVE-2004-1371,9.0,7820,0.9999999969102369,1,Critical
CVE-2009-0431,7.5,6174,0.008825988657925825,0,Low
CVE-2019-9003,7.8,2505,3.923064729471973e-11,0,Low
CVE-2018-0037,7.5,2731,0.0013459562874921142,0,Low
CVE-2019-8179,6.8,2267,0.0005020005227969021,0,Low
CVE-2017-15318,7.8,2932,2.744045966197841e-11,0,Low
CVE-2014-1885,6.4,4322,1.2796060610455744e-09,0,Low
CVE-2010-1163,6.9,5739,0.0027060125158234957,0,Low
CVE-2019-17531,7.5,2272,0.016864201779403915,0,Low
CVE-2009-4853,4.3,5718,1.8999716629098613e-12,0,Low
CVE-2018-19564,4.3,2593,2.2119719992412454e-12,0,Low
CVE-2015-4348,6.0,3853,3.960891240748892e-05,0,Low
CVE-2014-6788,5.4,4112,3.5795460082743544e-10,0,Low
CVE-2017-5331,4.6,2249,4.2570481306162614e-17,0,Low
CVE-2019-9491,5.1,2264,5.461682097387514e-08,0,Low
CVE-2017-7024,9.3,3087,0.99999999993333,1,Critical
CVE-2013-6143,5.0,4353,9.665080133150177e-18,0,Low
CVE-2016-2569,5.0,3596,9.123835298011929e-18,0,Low
CVE-2012-3663,9.3,4907,0.9999999999142748,1,Critical
CVE-2012-1887,9.3,4796,0.9999999999392284,1,Critical
CVE-2015-2095,6.8,3951,0.0024192278130839876,0,Low
CVE-2016-1923,4.3,3626,1.6802969514612881e-18,0,Low
CVE-2016-3934,9.3,3370,0.9999999999392295,1,Critical
CVE-2017-10754,4.6,3102,3.4285678913798826e-17,0,Low
CVE-2013-0989,9.3,4605,0.9999999999122811,1,Critical
CVE-2006-3193,5.1,7132,6.575848514317497e-07,0,Low
CVE-2008-2506,7.5,6425,0.008994727589892157,0,Low
CVE-2009-2983,9.3,5917,0.9999999999594336,1,Critical
CVE-2009-4681,4.3,5775,1.9082341526283464e-12,0,Low
CVE-2017-15608,4.3,2653,3.9008471775678015e-12,0,Low
CVE-2018-16142,4.3,2681,2.226840397454801e-12,0,Low
CVE-2014-9915,4.3,3206,2.156243199298085e-18,0,Low
CVE-2017-8789,7.5,3163,0.010348969866600609,0,Low
CVE-2013-1800,7.5,4649,0.012797191614617164,0,Low
CVE-2017-9909,6.8,3102,0.002112804850094989,0,Low
CVE-2012-1892,4.3,4860,1.7798353478983224e-12,0,Low
CVE-2016-6986,10.0,3367,0.9999999999841114,1,Critical
CVE-2009-2191,7.5,5992,0.020765810994027942,0,Low
CVE-2016-9275,5.0,3206,8.85692998193442e-18,0,Low
CVE-2013-0680,7.5,4653,0.009691991797228364,0,Low
CVE-2014-6008,5.4,4119,3.5814540508131816e-10,0,Low
CVE-2011-4608,7.5,5088,0.014187243352430101,0,Low
CVE-2012-2188,7.2,4896,0.0005581544896429277,0,Low
CVE-2018-10255,6.5,2802,1.0829256366100465e-05,0,Low
CVE-2018-12010,4.6,2516,3.520621834034027e-17,0,Low
CVE-2019-4566,2.1,2291,3.2138713967002725e-26,0,Low
CVE-2019-1121,9.3,2362,0.9999999991945283,1,Critical
CVE-2014-2256,7.8,4301,2.8364321215942833e-11,0,Low
CVE-2016-1261,6.8,3002,0.004395305756239174,0,Low
CVE-2015-0732,4.3,3809,1.6429772246164781e-12,0,Low
CVE-2018-16038,5.0,2540,1.2270527342911523e-11,0,Low
CVE-2019-14694,4.7,2318,9.112842463329652e-25,0,Low
CVE-2019-13113,4.3,2376,2.989563631063161e-18,0,Low
CVE-2018-14959,6.8,2706,0.004297790490033234,0,Low
CVE-2009-4428,7.5,5848,0.008611505496901418,0,Low
CVE-2019-6719,5.0,2534,1.3344371051956863e-17,0,Low
CVE-2007-4550,5.1,6701,6.363587746702163e-07,0,Low
CVE-2018-19510,7.5,2478,0.009828290962200007,0,Low
CVE-2009-4722,6.8,5768,0.0020974561995758846,0,Low
CVE-2018-3758,9.0,2764,0.9999999976797338,1,Critical
CVE-2010-3303,3.5,5566,4.094878162474353e-14,0,Low
CVE-2008-5103,7.2,6254,0.0006189083986163365,0,Low
CVE-2008-3351,7.5,6366,0.008954778685545759,0,Low
CVE-2013-4451,7.5,2659,0.01735968722250014,0,Low
CVE-2018-10112,6.8,2817,0.002067551691496687,0,Low
CVE-2016-6241,7.2,3222,0.0004914025937664284,0,Low
CVE-2017-17912,6.8,2927,0.004370391079255427,0,Low
CVE-2009-0949,5.0,6050,1.0997953292960055e-17,0,Low
CVE-2011-2112,9.3,5312,0.9999999999475813,1,Critical
CVE-2003-0567,7.8,8172,3.808516559395291e-11,0,Low
CVE-2017-12940,7.5,3058,0.017885505698314496,0,Low
CVE-2014-2032,4.3,2843,2.0974721081190154e-18,0,Low
CVE-2018-8909,5.0,2842,1.6255230985287262e-11,0,Low
CVE-2013-0882,7.5,4694,0.009721995739325629,0,Low
CVE-2009-3041,7.5,5966,0.015153077862827713,0,Low
CVE-2018-0004,7.1,2912,9.1751941315813e-12,0,Low
CVE-2019-1010004,4.3,2362,2.9863790613194867e-18,0,Low
CVE-2016-10621,9.3,2771,0.9999999994107085,1,Critical
CVE-2019-14524,6.8,2344,0.0031591867709855927,0,Low
CVE-2018-18352,4.3,2578,2.0285349918606305e-12,0,Low
CVE-2017-16415,9.3,2945,0.9999999999526252,1,Critical
CVE-2013-4681,7.5,4573,0.007821156431517177,0,Low
CVE-2010-4535,5.0,5470,1.0522909693242602e-17,0,Low
CVE-2015-0742,5.0,3878,9.321825174706061e-18,0,Low
CVE-2018-8158,9.3,2794,0.9999999992205872,1,Critical
CVE-2018-5715,4.3,2907,2.2654846799102605e-12,0,Low
CVE-2013-5635,3.3,4415,4.4254909412668535e-17,0,Low
CVE-2014-4547,4.3,4201,1.692746376710107e-12,0,Low
CVE-2012-3747,6.8,4850,0.003194322864296246,0,Low
CVE-2018-2436,6.5,2732,8.952191622391335e-05,0,Low
CVE-2013-5444,5.0,4299,9.498781001907655e-12,0,Low
CVE-2018-1932,4.0,2550,6.188725863897518e-14,0,Low
CVE-2013-7417,4.3,4017,1.6692003358477425e-12,0,Low
CVE-2018-11903,7.2,2661,0.0004708672874309925,0,Low
CVE-2016-10705,4.3,2911,2.2661746552810212e-12,0,Low
CVE-2017-1632,3.5,2942,4.952649639334472e-14,0,Low
CVE-2014-1408,7.8,4374,0.9627841050906585,1,Critical
CVE-2018-12714,10.0,2747,0.9999999999874285,1,Critical
CVE-2014-100001,6.8,4006,0.003216220883951824,0,Low
CVE-2015-2972,7.5,3819,0.007388081198045983,0,Low
CVE-2008-1249,9.4,6506,0.9873687311470162,1,Critical
CVE-2013-0905,7.5,4684,0.012830897002419437,0,Low
CVE-2017-15707,5.0,2953,1.377688826802192e-17,0,Low
CVE-2015-0554,9.4,3998,0.9747040788827991,1,Critical
CVE-2017-12195,5.8,2715,0.0007776719647609977,0,Low
CVE-2017-11382,6.4,3073,1.083679056850626e-09,0,Low
CVE-2019-8411,6.4,2510,1.11472497987908e-09,0,Low
CVE-2018-18817,5.0,2620,1.0821855723493624e-11,0,Low
CVE-2012-2162,6.8,4993,0.0034663243183527333,0,Low
CVE-2019-8368,4.3,2299,2.1630141612602563e-12,0,Low
CVE-2015-5884,3.3,3737,7.536087814886128e-20,0,Low
CVE-2016-10435,9.3,2815,0.999999999952154,1,Critical
CVE-2018-16181,5.8,2548,0.0005200384021241492,0,Low
CVE-2013-3302,4.4,4630,4.836417179205713e-16,0,Low
CVE-2018-19061,7.5,2612,0.009928063941422937,0,Low
CVE-2017-16584,4.3,2934,2.084263471004258e-12,0,Low
CVE-2016-4199,6.8,3459,0.0032028714251996853,0,Low
CVE-2019-5939,4.3,2421,1.4782276633916019e-12,0,Low
CVE-2011-4157,10.0,5160,0.9999999999809333,1,Critical
CVE-2014-0772,5.0,4282,9.486495804476332e-12,0,Low
CVE-2014-8525,5.0,4082,9.343151599742712e-12,0,Low
CVE-2018-11576,7.5,2772,0.017507042425790587,0,Low
CVE-2009-3501,7.5,5937,0.008669542633298836,0,Low
CVE-2015-7012,6.8,3722,0.00221469309690261,0,Low
CVE-2015-4550,4.3,3851,4.273339056196004e-12,0,Low
CVE-2015-5367,6.9,3780,0.002331975412433283,0,Low
CVE-2014-2179,5.0,4073,1.2087625467887202e-11,0,Low
CVE-2019-2398,4.0,2542,3.4426155851777166e-14,0,Low
CVE-2014-6383,5.0,4003,1.2023382038434923e-11,0,Low
CVE-2015-8732,4.3,3650,2.230372092943143e-18,0,Low
CVE-2017-2973,10.0,3242,0.9999999998758295,1,Critical
CVE-2017-5341,7.5,3260,0.013765751920434775,0,Low
CVE-2008-3434,7.5,6362,0.02288351203347966,0,Low
CVE-2019-6641,4.0,2374,6.643784967250401e-20,0,Low
CVE-2016-1901,7.5,3634,0.009630102424143644,0,Low
CVE-2010-2682,7.5,5652,0.014800446741209835,0,Low
CVE-2008-6972,3.5,5985,4.227601188240278e-14,0,Low
CVE-2019-15030,3.6,2302,6.949458367576789e-24,0,Low
CVE-2011-1205,6.9,5392,0.0019905400105902945,0,Low
CVE-2019-10656,9.0,2469,0.9999999964953652,1,Critical
CVE-2016-9371,4.3,3243,2.324181290521782e-12,0,Low
CVE-2010-0229,4.6,5838,6.006887820313844e-17,0,Low
CVE-2018-10613,5.0,2768,1.2485369225437165e-11,0,Low
CVE-2014-5387,6.5,4076,3.825074714927912e-05,0,Low
CVE-2019-6114,6.8,2388,0.004195426655224697,0,Low
CVE-2012-4400,4.0,4852,6.464036212201207e-14,0,Low
CVE-2014-3379,6.1,4121,2.3167554802418286e-19,0,Low
CVE-2013-4294,5.0,4482,1.2469912345521222e-11,0,Low
CVE-2019-16251,4.0,2254,6.825140938283083e-19,0,Low
CVE-2015-0969,5.0,3911,9.222311213899e-12,0,Low
CVE-2010-1998,2.1,5705,5.982180054196687e-17,0,Low
CVE-2014-2196,9.3,4238,0.9999999999365914,1,Critical
CVE-2008-6764,4.3,6092,1.9548451238447537e-12,0,Low
CVE-2019-4297,5.5,2376,1.0630725113439057e-05,0,Low
CVE-2017-2629,4.0,2715,8.113376937694463e-14,0,Low
CVE-2012-5966,4.0,4767,6.422343066266419e-14,0,Low
CVE-2019-8902,4.9,2509,8.738162585009532e-12,0,Low
CVE-2016-9037,7.8,3295,3.880284074355992e-11,0,Low
CVE-2012-0193,5.0,5095,1.0226747884645727e-17,0,Low
CVE-2018-0419,4.3,2696,2.6498969896102417e-12,0,Low
CVE-2018-1000033,6.4,2882,1.2184066850462385e-09,0,Low
CVE-2015-9504,4.3,2262,2.156930067154591e-12,0,Low
CVE-2017-12529,9.0,2876,0.999999971759932,1,Critical
CVE-2018-10294,4.3,2800,2.2471056059082575e-12,0,Low
CVE-2018-11737,5.8,2767,6.11590335682487e-10,0,Low
CVE-2019-13346,4.3,2360,2.1730821871625102e-12,0,Low
CVE-2019-3834,6.8,2282,0.004161847792193538,0,Low
CVE-2018-16364,9.3,2653,0.999999999405391,1,Critical
CVE-2019-1010193,4.3,2353,2.1719244637361807e-12,0,Low
CVE-2014-8098,6.5,4040,4.707199692877006e-05,0,Low
CVE-2015-3278,7.5,3082,0.017917627768665914,0,Low
CVE-2012-5918,4.0,4791,6.434087927501186e-14,0,Low
CVE-2018-1054,5.0,2857,8.624710627039934e-18,0,Low
CVE-2017-8741,7.6,3032,0.9999996118383124,1,Critical
CVE-2014-3852,5.0,4165,9.402374630662175e-12,0,Low
CVE-2011-4630,3.5,2248,6.759059776628303e-21,0,Low
CVE-2018-18731,7.8,2621,2.987190278712535e-11,0,Low
CVE-2016-1751,6.8,3570,0.004588640468782395,0,Low
CVE-2009-2266,5.0,5958,1.0777497390388213e-11,0,Low
CVE-2016-5361,5.0,3486,9.047750250491717e-18,0,Low
CVE-2017-18603,4.3,2305,2.164002386962202e-12,0,Low
CVE-2018-9313,5.7,2772,4.9174824434840065e-19,0,Low
CVE-2016-4353,5.0,3489,9.04981685700827e-18,0,Low
CVE-2018-20618,6.8,2558,0.00424984371719726,0,Low
CVE-2016-3968,4.3,3557,1.611758205133927e-12,0,Low
CVE-2009-4958,7.5,5636,0.008474806550168548,0,Low
CVE-2018-13591,5.0,2733,1.612090335745588e-11,0,Low
CVE-2013-1670,4.3,4613,1.7466805527130039e-12,0,Low
CVE-2017-1721,6.8,2807,0.002936474656584605,0,Low
CVE-2015-6274,5.0,3774,6.980149131013558e-18,0,Low
CVE-2011-4735,4.3,5130,1.8167978161469234e-12,0,Low
CVE-2018-0873,7.6,2850,0.9999951687565897,1,Critical
CVE-2013-1824,4.3,4490,2.346374177720565e-12,0,Low
CVE-2013-4891,4.3,2871,1.5297458293351258e-12,0,Low
CVE-2008-2295,4.3,6437,2.006867895850443e-12,0,Low
CVE-2014-5239,4.0,4158,6.708755566675322e-08,0,Low
CVE-2015-1874,6.8,3951,0.0032028255728004614,0,Low
CVE-2008-0857,7.5,6524,0.009062157653234381,0,Low
CVE-2015-4981,2.1,3720,3.583226481351858e-26,0,Low
CVE-2008-1425,7.5,6496,0.009043035887514178,0,Low
CVE-2010-4274,4.4,5524,5.558560181728431e-16,0,Low
CVE-2016-6129,5.0,3244,1.134834421908607e-11,0,Low
CVE-2008-4806,7.5,6271,0.008890823347765817,0,Low
CVE-2013-6427,6.8,4406,0.004888695952117911,0,Low
CVE-2014-4751,4.3,4160,1.687471109122175e-12,0,Low
CVE-2018-17359,4.3,2657,2.3051567579529846e-18,0,Low
CVE-2019-11334,4.3,2396,1.2703501332725091e-12,0,Low
CVE-2018-11482,7.5,2772,0.017507042425790587,0,Low
CVE-2017-9761,4.3,3118,1.6165549964467308e-18,0,Low
CVE-2018-1723,2.1,2645,3.3016610300027413e-26,0,Low
CVE-2013-0843,7.5,4724,0.009744008095320665,0,Low
CVE-2007-5281,5.0,6659,1.1519846704865068e-17,0,Low
CVE-2008-3580,7.5,6352,0.008945325124469517,0,Low
CVE-2018-4272,6.8,2465,0.0031883289433008236,0,Low
CVE-2016-8332,6.8,3352,0.00041154570697408586,0,Low
CVE-2008-0077,9.3,6532,0.9999999999467519,1,Critical
CVE-2005-4320,5.0,7320,1.1954971060434378e-11,0,Low
CVE-2018-15505,5.0,2693,1.257980650864008e-17,0,Low
CVE-2010-2429,4.3,5670,1.8930415317597024e-12,0,Low
CVE-2017-5237,7.8,3201,1.778456841799418e-11,0,Low
CVE-2013-4460,3.5,4374,3.7396498597845125e-14,0,Low
CVE-2009-3288,4.9,5945,9.564847982652424e-26,0,Low
CVE-2019-10085,4.3,2388,2.17771925529144e-12,0,Low
CVE-2010-0340,7.5,5830,0.008599814557736937,0,Low
CVE-2019-10402,3.5,2290,4.7128227498515027e-14,0,Low
CVE-2016-10659,9.3,2774,0.999999999410843,1,Critical
CVE-2017-0604,9.3,3156,0.9999999999533802,1,Critical
CVE-2010-4780,7.5,5383,0.00831448386363459,0,Low
CVE-2019-14405,6.5,2347,8.693638509708798e-05,0,Low
CVE-2015-5791,6.8,3758,0.0022207575565848553,0,Low
CVE-2018-12273,4.3,2759,2.240102735583072e-12,0,Low
CVE-2016-8689,5.0,3242,8.881236755082787e-18,0,Low
CVE-2011-1449,7.5,5356,0.013495294554837079,0,Low
CVE-2016-1691,5.1,3496,3.504767884180595e-07,0,Low
CVE-2013-5123,4.3,2248,2.6392937724703515e-18,0,Low
CVE-2014-9652,5.0,3930,7.063539719507893e-18,0,Low
CVE-2016-0849,7.2,3545,0.0005036295400133292,0,Low
CVE-2019-5515,9.0,2466,0.9999999788187974,1,Critical
CVE-2018-6091,4.3,2549,2.024061490944338e-12,0,Low
CVE-2010-2051,7.5,5700,0.00851584588415959,0,Low
CVE-2016-6349,2.1,3199,3.4438870258229907e-26,0,Low
CVE-2016-5334,5.0,3290,3.781941639343426e-12,0,Low
CVE-2019-3731,5.0,2284,8.147937894605433e-12,0,Low
CVE-2018-13700,5.0,2733,1.612090335745588e-11,0,Low
CVE-2017-7433,4.0,3150,4.3861845409473845e-14,0,Low
CVE-2018-12519,4.0,2752,4.2552803458490255e-14,0,Low
CVE-2016-1987,2.6,3604,3.5703555626597603e-22,0,Low
CVE-2008-5538,9.3,6229,0.9999999999455094,1,Critical
CVE-2017-18455,4.0,2344,6.628628871978365e-20,0,Low
CVE-2019-11451,6.5,2446,4.9899389136818225e-05,0,Low
CVE-2019-13518,6.8,2311,0.0031512850911951562,0,Low
CVE-2011-0176,6.8,5398,0.002700196147760148,0,Low
CVE-2013-7458,2.1,3431,3.505252496981064e-26,0,Low
CVE-2018-17585,4.3,2453,2.188522060652742e-12,0,Low
CVE-2018-16236,4.3,2680,2.226670878251743e-12,0,Low
CVE-2017-0179,6.3,3186,2.042648240854164e-13,0,Low
CVE-2008-4390,10.0,6232,0.999999999986737,1,Critical
CVE-2017-7256,3.5,3205,5.052809709151454e-14,0,Low
CVE-2016-2521,7.2,3595,0.0005055492461080183,0,Low
CVE-2007-4677,9.3,6629,0.9999999999299682,1,Critical
CVE-2014-7771,5.4,4090,3.5735559183991417e-10,0,Low
CVE-2017-9083,4.3,3149,3.4044412371403844e-18,0,Low
CVE-2014-4085,9.3,4131,0.9999999999090579,1,Critical
CVE-2015-7941,4.3,3697,2.4950833917142606e-18,0,Low
CVE-2006-0332,6.4,7285,0.0014715212623793515,0,Low
CVE-2017-15247,6.8,3004,0.003094165939601703,0,Low
CVE-2017-13998,6.0,3009,9.62966259109698e-05,0,Low
CVE-2018-19331,5.0,2602,7.022916331227672e-12,0,Low
CVE-2019-8279,3.5,2497,3.2417039385592666e-14,0,Low
CVE-2007-1083,9.3,6887,0.9999999999313303,1,Critical
CVE-2017-11447,4.3,3088,3.156080184779964e-18,0,Low
CVE-2017-12523,9.0,2876,0.999999971759932,1,Critical
CVE-2017-11240,10.0,2784,0.9999999999029572,1,Critical
CVE-2007-4806,7.5,6687,0.01599438282015043,0,Low
CVE-2014-5445,5.0,4046,9.317580626612976e-12,0,Low
CVE-2007-4064,4.3,6730,2.0521352750021135e-12,0,Low
CVE-2009-3766,6.8,5914,0.005480150621797488,0,Low
CVE-2019-10243,5.0,2459,1.2195095232158094e-11,0,Low
CVE-2017-13855,4.3,2928,3.076846710179484e-12,0,Low
CVE-2018-12408,5.0,2703,1.2423739956977984e-11,0,Low
CVE-2008-7193,6.8,5958,0.0037295754305130585,0,Low
CVE-2014-0473,5.0,4271,9.478555027167991e-12,0,Low
CVE-2010-5103,6.0,4972,4.3130838018033475e-05,0,Low
CVE-2016-0859,10.0,3639,0.9999999999826521,1,Critical
CVE-2016-4513,4.3,3476,1.6018500471517085e-12,0,Low
CVE-2017-14001,9.0,3019,0.9999999977243421,1,Critical
CVE-2014-5159,7.5,4151,0.007575759177776629,0,Low
CVE-2019-2772,5.8,2353,0.00032541015615636403,0,Low
CVE-2007-6637,4.3,6572,2.027599480525817e-12,0,Low
CVE-2011-2930,7.5,5239,0.0082245798311967,0,Low
CVE-2008-6839,4.3,6032,1.9459363391862254e-12,0,Low
CVE-2007-0004,1.9,6680,4.254342196534681e-25,0,Low
CVE-2014-10374,3.3,2362,1.0023909933809635e-19,0,Low
CVE-2010-3972,10.0,5488,0.9999999999800329,1,Critical
CVE-2016-8023,6.8,3214,0.001304366042556234,0,Low
CVE-2007-2340,6.8,6824,0.003982729575050632,0,Low
CVE-2017-18132,10.0,2822,0.999999999984575,1,Critical
CVE-2011-0185,4.4,5193,5.420242928106826e-16,0,Low
CVE-2018-20922,4.3,2345,2.1706021064761683e-12,0,Low
CVE-2008-1208,4.3,6508,2.0177446098668528e-12,0,Low
CVE-2008-2224,6.8,6441,0.003868723892478669,0,Low
CVE-2013-0978,2.1,4670,3.8519733146302837e-26,0,Low
CVE-2018-7830,5.0,2589,1.2480601055219957e-17,0,Low
CVE-2010-0203,9.3,5741,0.9999999999492657,1,Critical
CVE-2016-4194,10.0,3459,0.9999999999842222,1,Critical
CVE-2017-17185,4.0,2877,4.674059069964426e-20,0,Low
CVE-2016-4719,4.3,3391,3.1872315810832676e-12,0,Low
CVE-2017-5099,6.8,2988,0.0029770957740174173,0,Low
CVE-2011-1056,6.2,5427,0.0006446525305254509,0,Low
CVE-2012-0301,5.4,4928,1.1088215142280876e-10,0,Low
CVE-2017-1099,4.0,3124,6.46515439107527e-14,0,Low
CVE-2011-5096,10.0,4929,0.9999999999805949,1,Critical
CVE-2013-4321,6.5,4244,6.80106643683337e-05,0,Low
CVE-2012-2279,6.4,4919,1.3391041997372225e-09,0,Low
CVE-2019-12481,4.3,2407,3.217464411630266e-18,0,Low
CVE-2017-17819,4.3,2933,2.1118923880171467e-18,0,Low
CVE-2014-5758,5.4,4132,3.5850002571285196e-10,0,Low
CVE-2018-17657,6.8,2534,0.002876249332771426,0,Low
CVE-2014-0757,5.0,4353,9.665080133150177e-18,0,Low
CVE-2016-10880,4.3,2332,2.168454992850303e-12,0,Low
CVE-2008-3783,6.8,6337,0.002190104923153304,0,Low
CVE-2019-7675,5.0,2517,5.266346404636346e-12,0,Low
CVE-2019-9957,3.5,2383,3.213692116176671e-14,0,Low
CVE-2015-1518,7.5,3977,0.007476815241934563,0,Low
CVE-2011-4309,5.0,4922,9.960142996772384e-12,0,Low
CVE-2010-0194,9.3,5741,0.9999999999455267,1,Critical
CVE-2016-3800,9.3,3461,0.9999999999544502,1,Critical
CVE-2011-0611,9.3,5377,0.9999999999172877,1,Critical
CVE-2013-4953,7.5,4538,0.007800507104578452,0,Low
CVE-2018-19442,10.0,2443,0.9999999999765519,1,Critical
CVE-2018-2015,4.3,2436,2.597962281433866e-12,0,Low
CVE-2017-8648,4.3,3032,3.1013038634556625e-12,0,Low
CVE-2017-17216,4.3,2855,2.254104076711358e-18,0,Low
CVE-2019-7155,4.0,2451,2.6407951852139437e-14,0,Low
CVE-2008-5546,9.3,6229,0.9999999999455094,1,Critical
CVE-2017-11329,7.5,3090,0.010292206635857282,0,Low
CVE-2014-1824,9.3,4194,0.9999999994712105,1,Critical
CVE-2009-4776,9.3,5734,0.9999999999250304,1,Critical
CVE-2019-6180,3.5,2312,4.720722509220681e-14,0,Low
CVE-2018-20955,10.0,2337,0.9999999999879201,1,Critical
CVE-2015-5854,2.1,3737,3.587866829660919e-26,0,Low
CVE-2004-0416,10.0,7818,0.999999999984426,1,Critical
CVE-2018-2867,5.0,2814,1.2529168429057206e-11,0,Low
CVE-2018-19795,7.2,2586,0.0004681877273060878,0,Low
CVE-2011-1949,3.5,5323,4.019822623986324e-14,0,Low
CVE-2008-4673,10.0,6280,0.9999999999867855,1,Critical
CVE-2014-9874,6.8,3435,0.003431841859579984,0,Low
CVE-2018-10477,6.8,2786,0.002931797631989907,0,Low
CVE-2010-2167,9.3,5679,0.9999999999490257,1,Critical
CVE-2016-1598,3.5,3352,5.109672602095715e-14,0,Low
CVE-2018-5051,4.3,2722,3.0289706422585113e-12,0,Low
CVE-2014-3063,7.5,4154,0.019411626344592085,0,Low
CVE-2016-1498,4.3,3645,1.622592095809806e-12,0,Low
CVE-2017-0614,7.6,3156,0.9999996154852833,1,Critical
CVE-2017-7771,5.8,2453,6.411507198171257e-10,0,Low
CVE-2018-12673,5.0,2630,8.36540944547379e-12,0,Low
CVE-2009-3702,7.5,5854,0.015026359467594131,0,Low
CVE-2018-7417,5.0,2868,1.3688027099205797e-17,0,Low
CVE-2017-0282,1.9,3122,3.2448707939427454e-25,0,Low
CVE-2017-16922,5.0,2859,8.512525523446899e-12,0,Low
CVE-2016-1732,2.1,3570,2.4902108708146903e-26,0,Low
CVE-2016-4666,6.8,3237,0.002134584207933078,0,Low
CVE-2013-4447,4.3,4444,1.7243522465983115e-12,0,Low
CVE-2019-2139,4.3,2288,2.9305295532988974e-12,0,Low
CVE-2017-10332,5.0,2996,1.2703972725797063e-11,0,Low
CVE-2017-3113,9.3,3065,0.9999999996098261,1,Critical
CVE-2018-7510,5.0,2766,1.2483468389361933e-11,0,Low
CVE-2008-0843,6.4,6524,0.0013888081112345932,0,Low
CVE-2018-10949,5.0,2793,1.2509154111886498e-11,0,Low
CVE-2013-3089,6.8,4111,0.0032419490113684613,0,Low
CVE-2012-2708,2.1,4936,5.642021188687856e-17,0,Low
CVE-2019-1000014,6.8,2522,0.0005118358901673985,0,Low
CVE-2015-7547,6.8,3604,0.0021949307552887455,0,Low
CVE-2014-100025,6.8,4006,0.003216220883951824,0,Low
CVE-2015-5342,4.0,3601,5.876829254437813e-14,0,Low
CVE-2014-0793,4.3,4354,1.712578141923299e-12,0,Low
CVE-2016-8273,6.9,3195,0.0009602536482938655,0,Low
CVE-2009-4324,9.3,5861,0.9999999999439613,1,Critical
CVE-2015-7032,4.3,3728,2.2141341871758054e-12,0,Low
CVE-2010-0738,5.0,5726,1.0588818769995336e-11,0,Low
CVE-2010-4741,9.3,5431,0.9999999999232809,1,Critical
CVE-2016-0976,10.0,3612,0.9999999999844049,1,Critical
CVE-2012-4207,4.3,4789,1.7702410910331442e-12,0,Low
